drugName,condition,review,rating,rating_category,review_length,positive_word_count,negative_word_count
Dulaglutide,Type 2 Diabetes,have been on trulicity for the last weeks and apart from the odd light stomach cramp and less frequent but a little more severe headache i haven't had any of the side effects that other people have mentioned i have noticed a decrease in appetite and as such my portions have reduced although i am now eating regularly where i wasn't before my sugar levels at some stage we're around the 14-15 range 130 but since taking this my morning levels before breakfast are between and 11 75-97 and my before evening meal levels are between and 34-64 depending upon what i have eaten during the day in the last week i have started a low carb higher fat diet which is where the lower readings have come from on 75 at present,10,positive,133,0,0
Losartan,High Blood Pressure,easy to take no problems worked well kept my bp under control,10,positive,12,0,0
Dulaglutide,Type 2 Diabetes,i have been on trulicity for weeks and i love it my blood fasting readings have dropped from an average of 205 to an average of 147 with my tufts insurance pens had a co-pay of 30 i have had no side effects at all,10,positive,45,1,0
Fluoxetine / Olanzapine,Depression,i have been on oxycodone and nsaids for years now due to chronic back pain the past few months it was difficult to lay down and sleep so my pri'mary doctor decided to try some antidepressants to see if that helped me sleep started out with cymbalta and that had way to many side effects for me plus it didn't help with the sleep then he had me try symbyax first at mg then try the mg the mg was too much but low and behold the mg not only helped me to sleep but i sure could tell i was in a better mood than before,10,positive,107,0,0
L-Methylfolate,Depression,deplin has saved my life for two years i have struggled with debilitating depression and anxiety i have been on every anti-depressant and anti-psychotic and went through sixteen sessions of ect a fourth visit in the hospital landed me under the care of a psychiatrist who finally ordered genetic testing for me and we learned i have the gene-mutation that i'mpairs folate production started deplin 15 mg eight days ago and i feel absolutely wonderful mood is great anxiety has i'mproved significan'tly and i feel so peaceful my energy level is up and i feel hopeful and full of life again i am so relieved and happy i could cry,10,positive,110,2,0
Vortioxetine,Depression,this has been the most effective antidepressant i have taken in the last - years and the list of antidepressants i ve been on is prob somewhere in the 20-25 range i ve been on almost every brand and dose out there and i'm only 26 years old after becoming a fat exhausted zombie on zyprexa for a year from a quack dr i went to a new doc who prescribed me this this medication has saved my life i am motivated see the positive in life i have lost over 50 lbs with consistent diet and exercise and people around me just like me better when i'm taking this i feel sane and not like my brain is going to crack into fragments at any second no side effects give this stuff a chance,10,positive,135,1,0
Lexapro,Depression,never a problem,9,positive,3,0,0
Cymbalta,Depression,thank god for this drug it has helped me i'mmensely,10,positive,10,0,0
Lexapro,Depression,my depression and anxiety nearly killed me and after being in denial i decited to seek help lexapro literaly saved my life i was on a treatment for months and i felt fine after that but unfortunately i had a relaps a year later and i'm back on it again unfortunately mental disorders run in my family so this is more genetic than anything in my case but this medication helps me run my life and feel normal,10,positive,78,0,0
Fluoxetine,Depression,it gave me panic attacks,1,negative,5,0,0
Fluoxetine,Depression,i suffer from depression which has worsened with the onset of menopause i have a son with adhd and a husband with hf autism so my life can be very stressful fluoxetine has calmed me down and helped me to see positives in my lifestyle drawbacks include dry mouth and initially i put stone on which i have now managed to lose i fluctuate between 20 mg and 40 mg depending on how testing things get i have come off it several ti'mes and also reduced to one 20 mg every other day but increased again now i hope to be able to come off it at some point,7,positive,109,0,0
