drugName,condition,review,rating,rating_category,review_length,positive_word_count,negative_word_count
Atenolol,High Blood Pressure,i know it s been at least 15 yrs taking this medication it s the only one i take it does the job no anxiety and blood pressure low i'm 48 yrs old and it does seem like i'm experience the few side affects now i'm tired don't sleep well sex drive is decreased my biggest complaint about the medication is that all our doctor s give us absolutely no homeopathic alternative i read all pages of comments and no one has been offered a better solution i know drugs help but the dependency is beyond belief a person on here posted a comment about the pharmaceutical industry depend on all of us to use these medications with out a better solution to me we ve become drug addicts there's gotta be a better natural solution to our problems,6,neutral,139,0,0
Exenatide,Type 2 Diabetes,i just started using bydureon on 11-30 -2012 and this is the first ti'me i have ever had to have an injection it was easy to mix and inject so far no side effects and sugar is doing ok really have to wait for about - more weeks for true results but have fingers crossed i am 52 year old male taking other oral meds and hope to be able to cut back,8,positive,73,0,0
Vortioxetine,Depression,works fantastic no more depression or anxiety,10,positive,7,2,0
Abilify,Depression,i developed tardive dyskinesia and dystonia after having taken abilify for too long apparen'tly it has made my life far more difficult i am posting this because i just want to make people more aware that this happens so it doesn't happen to them if they can avoid it,1,negative,49,0,0
Paroxetine,Depression,i have tried effexor zoloft prozac celexa cymbalta and paxil was the best i only take mg once daily in the morning and am good all the day really,10,positive,29,2,0
Lopressor,High Blood Pressure,took metoprolol and hydrochlorothiazide for several years seemed to reduce blood pressure to acceptable levels about a year ago i experienced shortness of breath at ti'mes along with some fluid in lungs turns out that metoprolol lopressor can cause that got off the metoprolol and lungs cleared up not taking it anymore,5,neutral,52,0,0
Venlafaxine,Depression,i have been taking effexor for several years first starting at 50 75 then 150 mg as far as treating my depression it has been the best i am a totally different person when taking it i do have weird dreams but i would rather have those than be a living nightmare in reality what i do not like about effexor is that it excaberates my chronic constipation condition i have tried taking other anti-depressants but they did not work as well treating my depression as effexor,10,positive,87,1,0
Exenatide,Type 2 Diabetes,started bydureon mg in may 2015 it s been 10 months and my a1c is i ve dropped 60 pounds went from a size 15 to a size feel great the nausea realllllly gets me some days and i just can't eat much at all but it does do its job i was on metformin for years before bydureon and i had constant diarrea i ll take the nausea over the 2s,9,positive,72,1,0
Lisinopril,High Blood Pressure,lisinopril caused a bad nightly cough common side effect that interrupted my sleep all night every night i had to keep cough medication within reach in order to get any sleep at all it also affected my voice other prescription medications have proven to be more effective without this side effect,1,negative,51,1,1
Desvenlafaxine,Depression,i have been taking pristiq for months the first two months nothing happened the third and fourth months we're great i was well balanced no longer angry all of the ti'me i had motivation to do things and i felt like i finally had the ambition to do something with my life and then pristiq just stopped working for me as if my body had grown i'mmune to it i am still talking it regularly every day but i feel just as horrible as i felt before i started taking it i am going to see a doctor next week to find out why it just stopped working for me it s not fair i read so many reviews on how it has changed peoples lives and fixed their depression i was so happy to think that i d gotten the same result i can't find a reliable drug,3,negative,149,1,1
Trintellix,Depression,my experience with brintellix has been terrible this is the worse anti-depressant i have ever taken bad if you have insomnia bad if you have problems with rumination bad if you have anxiety enough said,1,negative,35,0,2
